** CoAP Proxy at: coap://localhost:5683
BasicForwardingProxy2 started.
[DBG] 3961572546215 HTTP_RECVD_SUCCESS 16368_76D8CAE1
[DBG] 3961572864286 HTTP_TRANSLATED 16368_76D8CAE1
[DBG] 3961630157769 COAP_RECEIVED 16382_5FDFE91E
[DBG] 3961630586306 COAP_TRANSLATED 16382_5FDFE91E
[DBG] 3961647201621 HTTP_RECVD_SUCCESS 16369_AA0C3FDA
[DBG] 3961647529534 HTTP_TRANSLATED 16369_AA0C3FDA
[DBG] 3961706206299 COAP_RECEIVED 16383_83C1195B
[DBG] 3961706553749 COAP_TRANSLATED 16383_83C1195B
[DBG] 3961723534845 HTTP_RECVD_SUCCESS 16370_95AE25C5
[DBG] 3961723838719 HTTP_TRANSLATED 16370_95AE25C5
[DBG] 3961781937377 COAP_RECEIVED 16384_67710187
[DBG] 3961782201331 COAP_TRANSLATED 16384_67710187
[DBG] 3961799564703 HTTP_RECVD_SUCCESS 16371_EF9F4E79
[DBG] 3961799888992 HTTP_TRANSLATED 16371_EF9F4E79
[DBG] 3961857967681 COAP_RECEIVED 16385_9768B0D6
[DBG] 3961858243968 COAP_TRANSLATED 16385_9768B0D6
[DBG] 3961875646809 HTTP_RECVD_SUCCESS 16372_290428B1
[DBG] 3961875988188 HTTP_TRANSLATED 16372_290428B1
[DBG] 3961934493036 COAP_RECEIVED 16386_76086234
[DBG] 3961934852070 COAP_TRANSLATED 16386_76086234
[DBG] 3961951336335 HTTP_RECVD_SUCCESS 16373_3851AF88
[DBG] 3961951678060 HTTP_TRANSLATED 16373_3851AF88
[DBG] 3962010320204 COAP_RECEIVED 16387_873E2535
[DBG] 3962010742651 COAP_TRANSLATED 16387_873E2535
[DBG] 3962027358608 HTTP_RECVD_SUCCESS 16374_0A79C8E7
[DBG] 3962027684787 HTTP_TRANSLATED 16374_0A79C8E7
[DBG] 3962086150573 COAP_RECEIVED 16388_EE1E2BC8
[DBG] 3962086422341 COAP_TRANSLATED 16388_EE1E2BC8
[DBG] 3962103358760 HTTP_RECVD_SUCCESS 16375_67553B15
[DBG] 3962103669431 HTTP_TRANSLATED 16375_67553B15
[DBG] 3962161943209 COAP_RECEIVED 16389_BF850516
[DBG] 3962162266387 COAP_TRANSLATED 16389_BF850516
[DBG] 3962179508936 HTTP_RECVD_SUCCESS 16376_AE19C525
[DBG] 3962179956926 HTTP_TRANSLATED 16376_AE19C525
[DBG] 3962237814107 COAP_RECEIVED 16390_C46D0695
[DBG] 3962238040684 COAP_TRANSLATED 16390_C46D0695
[DBG] 3962255468216 HTTP_RECVD_SUCCESS 16377_D4934164
[DBG] 3962255772801 HTTP_TRANSLATED 16377_D4934164
[DBG] 3962314084196 COAP_RECEIVED 16391_5D7DD228
[DBG] 3962314341589 COAP_TRANSLATED 16391_5D7DD228
[DBG] 3962331298814 HTTP_RECVD_SUCCESS 16378_8FF026C3
[DBG] 3962331708279 HTTP_TRANSLATED 16378_8FF026C3
[DBG] 3962390085614 COAP_RECEIVED 16392_80DD2655
[DBG] 3962390358382 COAP_TRANSLATED 16392_80DD2655
[DBG] 3962407967247 HTTP_RECVD_SUCCESS 16379_5470964D
[DBG] 3962408332624 HTTP_TRANSLATED 16379_5470964D
[DBG] 3962466365687 COAP_RECEIVED 16393_A766E649
[DBG] 3962466691973 COAP_TRANSLATED 16393_A766E649
[DBG] 3962483267186 HTTP_RECVD_SUCCESS 16380_CF31DD99
[DBG] 3962483577952 HTTP_TRANSLATED 16380_CF31DD99
[DBG] 3962541951215 COAP_RECEIVED 16394_AB53327F
[DBG] 3962542192310 COAP_TRANSLATED 16394_AB53327F
[DBG] 3962559245144 HTTP_RECVD_SUCCESS 16381_CBCDDFEC
[DBG] 3962559545357 HTTP_TRANSLATED 16381_CBCDDFEC
[DBG] 3962618174241 COAP_RECEIVED 16395_50CA3005
[DBG] 3962618424123 COAP_TRANSLATED 16395_50CA3005
[DBG] 3962635363103 HTTP_RECVD_SUCCESS 16382_5FDFE91E
[DBG] 3962635676248 HTTP_TRANSLATED 16382_5FDFE91E
[DBG] 3962694008638 COAP_RECEIVED 16396_388B5895
[DBG] 3962694234511 COAP_TRANSLATED 16396_388B5895
[DBG] 3962711560087 HTTP_RECVD_SUCCESS 16383_83C1195B
[DBG] 3962711984073 HTTP_TRANSLATED 16383_83C1195B
[DBG] 3962770093898 COAP_RECEIVED 16397_E2BE5773
[DBG] 3962770365177 COAP_TRANSLATED 16397_E2BE5773
[DBG] 3962786957454 HTTP_RECVD_SUCCESS 16384_67710187
[DBG] 3962787395679 HTTP_TRANSLATED 16384_67710187
[DBG] 3962846058235 COAP_RECEIVED 16398_54358082
[DBG] 3962846358237 COAP_TRANSLATED 16398_54358082
[DBG] 3962862748559 HTTP_RECVD_SUCCESS 16385_9768B0D6
[DBG] 3962863083288 HTTP_TRANSLATED 16385_9768B0D6
[DBG] 3962921958164 COAP_RECEIVED 16399_9C69F5F8
[DBG] 3962922208903 COAP_TRANSLATED 16399_9C69F5F8
[DBG] 3962939494056 HTTP_RECVD_SUCCESS 16386_76086234
[DBG] 3962939788753 HTTP_TRANSLATED 16386_76086234
[DBG] 3962998196512 COAP_RECEIVED 16400_EC4EDF80
[DBG] 3962998451494 COAP_TRANSLATED 16400_EC4EDF80
[DBG] 3963015875933 HTTP_RECVD_SUCCESS 16387_873E2535
[DBG] 3963016367313 HTTP_TRANSLATED 16387_873E2535
[DBG] 3963074028962 COAP_RECEIVED 16401_7A5E0ABF
[DBG] 3963074253353 COAP_TRANSLATED 16401_7A5E0ABF
[DBG] 3963091097108 HTTP_RECVD_SUCCESS 16388_EE1E2BC8
[DBG] 3963091396105 HTTP_TRANSLATED 16388_EE1E2BC8
[DBG] 3963150088254 COAP_RECEIVED 16402_426AD250
[DBG] 3963150326632 COAP_TRANSLATED 16402_426AD250
[DBG] 3963167380264 HTTP_RECVD_SUCCESS 16389_BF850516
[DBG] 3963167851187 HTTP_TRANSLATED 16389_BF850516
[DBG] 3963225946354 COAP_RECEIVED 16403_18158977
[DBG] 3963226224405 COAP_TRANSLATED 16403_18158977
[DBG] 3963243084347 HTTP_RECVD_SUCCESS 16390_C46D0695
[DBG] 3963243386026 HTTP_TRANSLATED 16390_C46D0695
[DBG] 3963301950454 COAP_RECEIVED 16404_F8D93423
[DBG] 3963302173244 COAP_TRANSLATED 16404_F8D93423
[DBG] 3963319621397 HTTP_RECVD_SUCCESS 16391_5D7DD228
[DBG] 3963319969950 HTTP_TRANSLATED 16391_5D7DD228
[DBG] 3963378071263 COAP_RECEIVED 16405_6249DA63
[DBG] 3963378358396 COAP_TRANSLATED 16405_6249DA63
[DBG] 3963394978299 HTTP_RECVD_SUCCESS 16392_80DD2655
[DBG] 3963395348518 HTTP_TRANSLATED 16392_80DD2655
[DBG] 3963454334959 COAP_RECEIVED 16406_1FDF47F1
[DBG] 3963454603738 COAP_TRANSLATED 16406_1FDF47F1
[DBG] 3963472073590 HTTP_RECVD_SUCCESS 16393_A766E649
[DBG] 3963472447012 HTTP_TRANSLATED 16393_A766E649
[DBG] 3963530304767 COAP_RECEIVED 16407_BAED9BA4
[DBG] 3963530555683 COAP_TRANSLATED 16407_BAED9BA4
[DBG] 3963547095173 HTTP_RECVD_SUCCESS 16394_AB53327F
[DBG] 3963547494092 HTTP_TRANSLATED 16394_AB53327F
[DBG] 3963606291482 COAP_RECEIVED 16408_84D335AA
[DBG] 3963606665222 COAP_TRANSLATED 16408_84D335AA
[DBG] 3963623505952 HTTP_RECVD_SUCCESS 16395_50CA3005
[DBG] 3963623795992 HTTP_TRANSLATED 16395_50CA3005
[DBG] 3963681995592 COAP_RECEIVED 16409_35C23145
[DBG] 3963682258235 COAP_TRANSLATED 16409_35C23145
[DBG] 3963699540049 HTTP_RECVD_SUCCESS 16396_388B5895
[DBG] 3963699882473 HTTP_TRANSLATED 16396_388B5895
[DBG] 3963758267872 COAP_RECEIVED 16410_A9A63084
[DBG] 3963758537493 COAP_TRANSLATED 16410_A9A63084
[DBG] 3963774904552 HTTP_RECVD_SUCCESS 16397_E2BE5773
[DBG] 3963775169163 HTTP_TRANSLATED 16397_E2BE5773
[DBG] 3963834132127 COAP_RECEIVED 16411_FBE5E0A5
[DBG] 3963834345742 COAP_TRANSLATED 16411_FBE5E0A5
[DBG] 3963851561199 HTTP_RECVD_SUCCESS 16398_54358082
[DBG] 3963851893536 HTTP_TRANSLATED 16398_54358082
[DBG] 3963910116921 COAP_RECEIVED 16412_AF4D9241
[DBG] 3963910357583 COAP_TRANSLATED 16412_AF4D9241
[DBG] 3963927025261 HTTP_RECVD_SUCCESS 16399_9C69F5F8
[DBG] 3963927393729 HTTP_TRANSLATED 16399_9C69F5F8
[DBG] 3963986079993 COAP_RECEIVED 16413_8C6E6651
[DBG] 3963986315163 COAP_TRANSLATED 16413_8C6E6651
[DBG] 3964003513017 HTTP_RECVD_SUCCESS 16400_EC4EDF80
[DBG] 3964003790667 HTTP_TRANSLATED 16400_EC4EDF80
[DBG] 3964062364744 COAP_RECEIVED 16414_AFB9AB55
[DBG] 3964062598075 COAP_TRANSLATED 16414_AFB9AB55
[DBG] 3964078856414 HTTP_RECVD_SUCCESS 16401_7A5E0ABF
[DBG] 3964079184088 HTTP_TRANSLATED 16401_7A5E0ABF
[DBG] 3964138517562 COAP_RECEIVED 16415_1724093A
[DBG] 3964148265803 COAP_TRANSLATED 16415_1724093A
[DBG] 3964155566697 HTTP_RECVD_SUCCESS 16402_426AD250
[DBG] 3964155848966 HTTP_TRANSLATED 16402_426AD250
[DBG] 3964214213439 COAP_RECEIVED 16416_04163761
[DBG] 3964214434919 COAP_TRANSLATED 16416_04163761
[DBG] 3964230837867 HTTP_RECVD_SUCCESS 16403_18158977
[DBG] 3964231109489 HTTP_TRANSLATED 16403_18158977
[DBG] 3964290153133 COAP_RECEIVED 16417_CFC6BA13
[DBG] 3964290412310 COAP_TRANSLATED 16417_CFC6BA13
[DBG] 3964307140675 HTTP_RECVD_SUCCESS 16404_F8D93423
[DBG] 3964307538647 HTTP_TRANSLATED 16404_F8D93423
[DBG] 3964366084697 COAP_RECEIVED 16418_0F053D60
[DBG] 3964366358460 COAP_TRANSLATED 16418_0F053D60
[DBG] 3964383143994 HTTP_RECVD_SUCCESS 16405_6249DA63
[DBG] 3964383405788 HTTP_TRANSLATED 16405_6249DA63
[DBG] 3964442277746 COAP_RECEIVED 16419_B2DC9E37
[DBG] 3964442801356 COAP_TRANSLATED 16419_B2DC9E37
[DBG] 3964458874275 HTTP_RECVD_SUCCESS 16406_1FDF47F1
[DBG] 3964459151215 HTTP_TRANSLATED 16406_1FDF47F1
[DBG] 3964518261442 COAP_RECEIVED 16420_C7BFF9DB
[DBG] 3964518490828 COAP_TRANSLATED 16420_C7BFF9DB
[DBG] 3964535055639 HTTP_RECVD_SUCCESS 16407_BAED9BA4
[DBG] 3964535429369 HTTP_TRANSLATED 16407_BAED9BA4
[DBG] 3964594325303 COAP_RECEIVED 16421_54682EFA
[DBG] 3964594752163 COAP_TRANSLATED 16421_54682EFA
[DBG] 3964611513653 HTTP_RECVD_SUCCESS 16408_84D335AA
[DBG] 3964611927062 HTTP_TRANSLATED 16408_84D335AA
[DBG] 3964670244577 COAP_RECEIVED 16422_63A4B89F
[DBG] 3964670533663 COAP_TRANSLATED 16422_63A4B89F
[DBG] 3964686678936 HTTP_RECVD_SUCCESS 16409_35C23145
[DBG] 3964686945075 HTTP_TRANSLATED 16409_35C23145
[DBG] 3964746127182 COAP_RECEIVED 16423_62B9E6FA
[DBG] 3964746343607 COAP_TRANSLATED 16423_62B9E6FA
[DBG] 3964762949481 HTTP_RECVD_SUCCESS 16410_A9A63084
[DBG] 3964763260926 HTTP_TRANSLATED 16410_A9A63084
[DBG] 3964822330264 COAP_RECEIVED 16424_F1B8D27F
[DBG] 3964822564124 COAP_TRANSLATED 16424_F1B8D27F
[DBG] 3964838506215 HTTP_RECVD_SUCCESS 16411_FBE5E0A5
[DBG] 3964838780677 HTTP_TRANSLATED 16411_FBE5E0A5
[DBG] 3964898484641 COAP_RECEIVED 16425_A81128E8
[DBG] 3964898784037 COAP_TRANSLATED 16425_A81128E8
[DBG] 3964914667064 HTTP_RECVD_SUCCESS 16412_AF4D9241
[DBG] 3964914918317 HTTP_TRANSLATED 16412_AF4D9241
[DBG] 3964974215462 COAP_RECEIVED 16426_50A9E341
[DBG] 3964974441320 COAP_TRANSLATED 16426_50A9E341
[DBG] 3964990574635 HTTP_RECVD_SUCCESS 16413_8C6E6651
[DBG] 3964990812896 HTTP_TRANSLATED 16413_8C6E6651
[DBG] 3965050093898 COAP_RECEIVED 16427_9B88FB62
[DBG] 3965050290377 COAP_TRANSLATED 16427_9B88FB62
[DBG] 3965067993952 HTTP_RECVD_SUCCESS 16414_AFB9AB55
[DBG] 3965068472200 HTTP_TRANSLATED 16414_AFB9AB55
[DBG] 3965126537626 COAP_RECEIVED 16428_6F280AC8
[DBG] 3965126770484 COAP_TRANSLATED 16428_6F280AC8
[DBG] 3965153293104 HTTP_RECVD_SUCCESS 16415_1724093A
[DBG] 3965153613862 HTTP_TRANSLATED 16415_1724093A
[DBG] 3965202520842 COAP_RECEIVED 16429_E82D7085
[DBG] 3965202753254 COAP_TRANSLATED 16429_E82D7085
[DBG] 3965218623870 HTTP_RECVD_SUCCESS 16416_04163761
[DBG] 3965218957366 HTTP_TRANSLATED 16416_04163761
[DBG] 3965278229630 COAP_RECEIVED 16430_E25D4AA5
[DBG] 3965278504871 COAP_TRANSLATED 16430_E25D4AA5
[DBG] 3965294849200 HTTP_RECVD_SUCCESS 16417_CFC6BA13
[DBG] 3965295101706 HTTP_TRANSLATED 16417_CFC6BA13
[DBG] 3965354279853 COAP_RECEIVED 16431_970F9B89
[DBG] 3965354558625 COAP_TRANSLATED 16431_970F9B89
[DBG] 3965371144681 HTTP_RECVD_SUCCESS 16418_0F053D60
[DBG] 3965371396610 HTTP_TRANSLATED 16418_0F053D60
[DBG] 3965430176268 COAP_RECEIVED 16432_2EC915E0
[DBG] 3965430396112 COAP_TRANSLATED 16432_2EC915E0
[DBG] 3965447479831 HTTP_RECVD_SUCCESS 16419_B2DC9E37
[DBG] 3965447724819 HTTP_TRANSLATED 16419_B2DC9E37
[DBG] 3965506514929 COAP_RECEIVED 16433_70B2AA48
[DBG] 3965506823885 COAP_TRANSLATED 16433_70B2AA48
[DBG] 3965522812771 HTTP_RECVD_SUCCESS 16420_C7BFF9DB
[DBG] 3965523067773 HTTP_TRANSLATED 16420_C7BFF9DB
[DBG] 3965582343087 COAP_RECEIVED 16434_F110A5BF
[DBG] 3965582563140 COAP_TRANSLATED 16434_F110A5BF
[DBG] 3965599542008 HTTP_RECVD_SUCCESS 16421_54682EFA
[DBG] 3965599911889 HTTP_TRANSLATED 16421_54682EFA
[DBG] 3965658339195 COAP_RECEIVED 16435_B7B24DF8
[DBG] 3965658560510 COAP_TRANSLATED 16435_B7B24DF8
[DBG] 3965687094372 HTTP_RECVD_SUCCESS 16422_63A4B89F
[DBG] 3965687382946 HTTP_TRANSLATED 16422_63A4B89F
[DBG] 3965734394077 COAP_RECEIVED 16436_02DA5B13
[DBG] 3965734682540 COAP_TRANSLATED 16436_02DA5B13
[DBG] 3965750902547 HTTP_RECVD_SUCCESS 16423_62B9E6FA
[DBG] 3965751168004 HTTP_TRANSLATED 16423_62B9E6FA
[DBG] 3965810351299 COAP_RECEIVED 16437_B2C4859A
[DBG] 3965810610190 COAP_TRANSLATED 16437_B2C4859A
[DBG] 3965826627606 HTTP_RECVD_SUCCESS 16424_F1B8D27F
[DBG] 3965826871534 HTTP_TRANSLATED 16424_F1B8D27F
[DBG] 3965886405797 COAP_RECEIVED 16438_C424C028
[DBG] 3965886640446 COAP_TRANSLATED 16438_C424C028
[DBG] 3965903344714 HTTP_RECVD_SUCCESS 16425_A81128E8
[DBG] 3965903571251 HTTP_TRANSLATED 16425_A81128E8
[DBG] 3965962321667 COAP_RECEIVED 16439_B6BA42FC
[DBG] 3965962516005 COAP_TRANSLATED 16439_B6BA42FC
[DBG] 3965978794829 HTTP_RECVD_SUCCESS 16426_50A9E341
[DBG] 3965979052524 HTTP_TRANSLATED 16426_50A9E341
[DBG] 3966038644775 COAP_RECEIVED 16440_6AF6CBA8
[DBG] 3966038926823 COAP_TRANSLATED 16440_6AF6CBA8
[DBG] 3966054620058 HTTP_RECVD_SUCCESS 16427_9B88FB62
[DBG] 3966054865143 HTTP_TRANSLATED 16427_9B88FB62
[DBG] 3966114323891 COAP_RECEIVED 16441_33D91387
[DBG] 3966114507295 COAP_TRANSLATED 16441_33D91387
[DBG] 3966131238359 HTTP_RECVD_SUCCESS 16428_6F280AC8
[DBG] 3966131493907 HTTP_TRANSLATED 16428_6F280AC8
[DBG] 3966190531725 COAP_RECEIVED 16442_8A2728C0
[DBG] 3966190736687 COAP_TRANSLATED 16442_8A2728C0
[DBG] 3966206854004 HTTP_RECVD_SUCCESS 16429_E82D7085
[DBG] 3966207103856 HTTP_TRANSLATED 16429_E82D7085
[DBG] 3966266380592 COAP_RECEIVED 16443_2AE22241
[DBG] 3966266570602 COAP_TRANSLATED 16443_2AE22241
[DBG] 3966283010465 HTTP_RECVD_SUCCESS 16430_E25D4AA5
[DBG] 3966283266994 HTTP_TRANSLATED 16430_E25D4AA5
[DBG] 3966342373304 COAP_RECEIVED 16444_A0983968
[DBG] 3966342547544 COAP_TRANSLATED 16444_A0983968
[DBG] 3966358888537 HTTP_RECVD_SUCCESS 16431_970F9B89
[DBG] 3966359147536 HTTP_TRANSLATED 16431_970F9B89
[DBG] 3966418441791 COAP_RECEIVED 16445_E6B4BD6E
[DBG] 3966418658406 COAP_TRANSLATED 16445_E6B4BD6E
[DBG] 3966434558061 HTTP_RECVD_SUCCESS 16432_2EC915E0
[DBG] 3966434868113 HTTP_TRANSLATED 16432_2EC915E0
[DBG] 3966494462446 COAP_RECEIVED 16446_6D0CD97A
[DBG] 3966494734990 COAP_TRANSLATED 16446_6D0CD97A
[DBG] 3966511528860 HTTP_RECVD_SUCCESS 16433_70B2AA48
[DBG] 3966511852613 HTTP_TRANSLATED 16433_70B2AA48
[DBG] 3966570535273 COAP_RECEIVED 16447_9A7F0073
[DBG] 3966570724136 COAP_TRANSLATED 16447_9A7F0073
[DBG] 3966586858725 HTTP_RECVD_SUCCESS 16434_F110A5BF
[DBG] 3966587118829 HTTP_TRANSLATED 16434_F110A5BF
[DBG] 3966646424565 COAP_RECEIVED 16448_8CC4C847
[DBG] 3966646666528 COAP_TRANSLATED 16448_8CC4C847
[DBG] 3966663122730 HTTP_RECVD_SUCCESS 16435_B7B24DF8
[DBG] 3966663504831 HTTP_TRANSLATED 16435_B7B24DF8
[DBG] 3966722686029 COAP_RECEIVED 16449_365F6DA1
[DBG] 3966723026094 COAP_TRANSLATED 16449_365F6DA1
[DBG] 3966739794046 HTTP_RECVD_SUCCESS 16436_02DA5B13
[DBG] 3966740242199 HTTP_TRANSLATED 16436_02DA5B13
[DBG] 3966798411967 COAP_RECEIVED 16450_0A775716
[DBG] 3966798609867 COAP_TRANSLATED 16450_0A775716
[DBG] 3966815718070 HTTP_RECVD_SUCCESS 16437_B2C4859A
[DBG] 3966816046261 HTTP_TRANSLATED 16437_B2C4859A
[DBG] 3966874257921 COAP_RECEIVED 16451_F48D7438
[DBG] 3966874509046 COAP_TRANSLATED 16451_F48D7438
[DBG] 3966890933317 HTTP_RECVD_SUCCESS 16438_C424C028
[DBG] 3966891185642 HTTP_TRANSLATED 16438_C424C028
[DBG] 3966950461471 COAP_RECEIVED 16452_BF13CABF
[DBG] 3966950707338 COAP_TRANSLATED 16452_BF13CABF
[DBG] 3966966545865 HTTP_RECVD_SUCCESS 16439_B6BA42FC
[DBG] 3966966790554 HTTP_TRANSLATED 16439_B6BA42FC
[DBG] 3967026570648 COAP_RECEIVED 16453_D353B96F
[DBG] 3967026827028 COAP_TRANSLATED 16453_D353B96F
[DBG] 3967043249435 HTTP_RECVD_SUCCESS 16440_6AF6CBA8
[DBG] 3967043483122 HTTP_TRANSLATED 16440_6AF6CBA8
[DBG] 3967102537735 COAP_RECEIVED 16454_BE646BA5
[DBG] 3967102713581 COAP_TRANSLATED 16454_BE646BA5
[DBG] 3967118823764 HTTP_RECVD_SUCCESS 16441_33D91387
[DBG] 3967119054787 HTTP_TRANSLATED 16441_33D91387
[DBG] 3967182294536 COAP_RECEIVED 16455_0D94C0FC
[DBG] 3967182464374 COAP_TRANSLATED 16455_0D94C0FC
[DBG] 3967195056660 HTTP_RECVD_SUCCESS 16442_8A2728C0
[DBG] 3967195288135 HTTP_TRANSLATED 16442_8A2728C0
[DBG] 3967258521556 COAP_RECEIVED 16456_3D84B755
[DBG] 3967258695698 COAP_TRANSLATED 16456_3D84B755
[DBG] 3967271289498 HTTP_RECVD_SUCCESS 16443_2AE22241
[DBG] 3967271516363 HTTP_TRANSLATED 16443_2AE22241
[DBG] 3967334399980 COAP_RECEIVED 16457_283A4D17
[DBG] 3967334586316 COAP_TRANSLATED 16457_283A4D17
[DBG] 3967346915720 HTTP_RECVD_SUCCESS 16444_A0983968
