** CoAP Proxy at: coap://localhost:5683
BasicForwardingProxy2 started.
[DBG] 3979323168921 HTTP_RECVD_SUCCESS 16600_C15AB63F
[DBG] 3979323345554 HTTP_TRANSLATED 16600_C15AB63F
[DBG] 3979391703625 COAP_RECEIVED 16614_ABF9A27F
[DBG] 3979391964246 COAP_TRANSLATED 16614_ABF9A27F
[DBG] 3979399797944 HTTP_RECVD_SUCCESS 16601_DBBEC345
[DBG] 3979400033165 HTTP_TRANSLATED 16601_DBBEC345
[DBG] 3979471698751 COAP_RECEIVED 16615_317484E2
[DBG] 3979471841711 COAP_TRANSLATED 16615_317484E2
[DBG] 3979475597999 HTTP_RECVD_SUCCESS 16602_A23B914F
[DBG] 3979475772715 HTTP_TRANSLATED 16602_A23B914F
[DBG] 3979547667863 COAP_RECEIVED 16616_2F84D8D3
[DBG] 3979547798951 COAP_TRANSLATED 16616_2F84D8D3
[DBG] 3979551776148 HTTP_RECVD_SUCCESS 16603_ABA2092C
[DBG] 3979551976371 HTTP_TRANSLATED 16603_ABA2092C
[DBG] 3979623593122 COAP_RECEIVED 16617_C5A48B0D
[DBG] 3979623765860 COAP_TRANSLATED 16617_C5A48B0D
[DBG] 3979627866918 HTTP_RECVD_SUCCESS 16604_1586F83A
[DBG] 3979628061835 HTTP_TRANSLATED 16604_1586F83A
[DBG] 3979699568779 COAP_RECEIVED 16618_E406DED3
[DBG] 3979699703815 COAP_TRANSLATED 16618_E406DED3
[DBG] 3979707910462 HTTP_RECVD_SUCCESS 16605_4BC06D10
[DBG] 3979708222924 HTTP_TRANSLATED 16605_4BC06D10
[DBG] 3979775506592 COAP_RECEIVED 16619_D38FD122
[DBG] 3979775645565 COAP_TRANSLATED 16619_D38FD122
[DBG] 3979784828540 HTTP_RECVD_SUCCESS 16606_72DC7346
[DBG] 3979785162355 HTTP_TRANSLATED 16606_72DC7346
[DBG] 3979855724073 COAP_RECEIVED 16620_D2DC472F
[DBG] 3979855859279 COAP_TRANSLATED 16620_D2DC472F
[DBG] 3979861022096 HTTP_RECVD_SUCCESS 16607_9FBA3EE9
[DBG] 3979861438415 HTTP_TRANSLATED 16607_9FBA3EE9
[DBG] 3979931674605 COAP_RECEIVED 16621_E97977B4
[DBG] 3979931815783 COAP_TRANSLATED 16621_E97977B4
[DBG] 3979935799235 HTTP_RECVD_SUCCESS 16608_6FC1697D
[DBG] 3979935994335 HTTP_TRANSLATED 16608_6FC1697D
[DBG] 3980007817498 COAP_RECEIVED 16622_359A0188
[DBG] 3980008066600 COAP_TRANSLATED 16622_359A0188
[DBG] 3980011486360 HTTP_RECVD_SUCCESS 16609_6BAD760E
[DBG] 3980011689670 HTTP_TRANSLATED 16609_6BAD760E
[DBG] 3980083672775 COAP_RECEIVED 16623_266AB009
[DBG] 3980083852352 COAP_TRANSLATED 16623_266AB009
[DBG] 3980091372060 HTTP_RECVD_SUCCESS 16610_2C54E1D9
[DBG] 3980091569035 HTTP_TRANSLATED 16610_2C54E1D9
[DBG] 3980159542899 COAP_RECEIVED 16624_FF4026C4
[DBG] 3980159678060 COAP_TRANSLATED 16624_FF4026C4
[DBG] 3980167447086 HTTP_RECVD_SUCCESS 16611_E2DAEFA1
[DBG] 3980167647541 HTTP_TRANSLATED 16611_E2DAEFA1
[DBG] 3980239781367 COAP_RECEIVED 16625_F5A1BEA9
[DBG] 3980239919245 COAP_TRANSLATED 16625_F5A1BEA9
[DBG] 3980243396145 HTTP_RECVD_SUCCESS 16612_2BC80BA9
[DBG] 3980243584476 HTTP_TRANSLATED 16612_2BC80BA9
[DBG] 3980315861582 COAP_RECEIVED 16626_0C627C8C
[DBG] 3980316062010 COAP_TRANSLATED 16626_0C627C8C
[DBG] 3980320294134 HTTP_RECVD_SUCCESS 16613_5FD4B378
[DBG] 3980320490816 HTTP_TRANSLATED 16613_5FD4B378
[DBG] 3980391677016 COAP_RECEIVED 16627_AF259A42
[DBG] 3980391810285 COAP_TRANSLATED 16627_AF259A42
[DBG] 3980395831795 HTTP_RECVD_SUCCESS 16614_ABF9A27F
[DBG] 3980396046954 HTTP_TRANSLATED 16614_ABF9A27F
[DBG] 3980467594872 COAP_RECEIVED 16628_0D31125A
[DBG] 3980467728429 COAP_TRANSLATED 16628_0D31125A
[DBG] 3980475595098 HTTP_RECVD_SUCCESS 16615_317484E2
[DBG] 3980475787514 HTTP_TRANSLATED 16615_317484E2
[DBG] 3980543593549 COAP_RECEIVED 16629_B6F8FDF3
[DBG] 3980543728246 COAP_TRANSLATED 16629_B6F8FDF3
[DBG] 3980551525117 HTTP_RECVD_SUCCESS 16616_2F84D8D3
[DBG] 3980551701870 HTTP_TRANSLATED 16616_2F84D8D3
[DBG] 3980623755880 COAP_RECEIVED 16630_12C4DAA0
[DBG] 3980623887868 COAP_TRANSLATED 16630_12C4DAA0
[DBG] 3980627546613 HTTP_RECVD_SUCCESS 16617_C5A48B0D
[DBG] 3980627740029 HTTP_TRANSLATED 16617_C5A48B0D
[DBG] 3980699757875 COAP_RECEIVED 16631_EC2C7D32
[DBG] 3980699895327 COAP_TRANSLATED 16631_EC2C7D32
[DBG] 3980703535810 HTTP_RECVD_SUCCESS 16618_E406DED3
[DBG] 3980703715394 HTTP_TRANSLATED 16618_E406DED3
[DBG] 3980775666638 COAP_RECEIVED 16632_5B25D531
[DBG] 3980775800013 COAP_TRANSLATED 16632_5B25D531
[DBG] 3980779550281 HTTP_RECVD_SUCCESS 16619_D38FD122
[DBG] 3980779742371 HTTP_TRANSLATED 16619_D38FD122
[DBG] 3980851657564 COAP_RECEIVED 16633_78CAB185
[DBG] 3980851791599 COAP_TRANSLATED 16633_78CAB185
[DBG] 3980859829086 HTTP_RECVD_SUCCESS 16620_D2DC472F
[DBG] 3980860060030 HTTP_TRANSLATED 16620_D2DC472F
[DBG] 3980927820821 COAP_RECEIVED 16634_469AE2C0
[DBG] 3980927950368 COAP_TRANSLATED 16634_469AE2C0
[DBG] 3980935602895 HTTP_RECVD_SUCCESS 16621_E97977B4
[DBG] 3980935794196 HTTP_TRANSLATED 16621_E97977B4
[DBG] 3981007815346 COAP_RECEIVED 16635_4016FB9A
[DBG] 3981007971496 COAP_TRANSLATED 16635_4016FB9A
[DBG] 3981012304499 HTTP_RECVD_SUCCESS 16622_359A0188
[DBG] 3981012490519 HTTP_TRANSLATED 16622_359A0188
[DBG] 3981083725024 COAP_RECEIVED 16636_C937CF7F
[DBG] 3981083862796 COAP_TRANSLATED 16636_C937CF7F
[DBG] 3981087609406 HTTP_RECVD_SUCCESS 16623_266AB009
[DBG] 3981087802240 HTTP_TRANSLATED 16623_266AB009
[DBG] 3981159723900 COAP_RECEIVED 16637_EFD93DF2
[DBG] 3981159872596 COAP_TRANSLATED 16637_EFD93DF2
[DBG] 3981163369954 HTTP_RECVD_SUCCESS 16624_FF4026C4
[DBG] 3981163559129 HTTP_TRANSLATED 16624_FF4026C4
[DBG] 3981235673285 COAP_RECEIVED 16638_43AA0F57
[DBG] 3981235823774 COAP_TRANSLATED 16638_43AA0F57
[DBG] 3981243662472 HTTP_RECVD_SUCCESS 16625_F5A1BEA9
[DBG] 3981243864945 HTTP_TRANSLATED 16625_F5A1BEA9
[DBG] 3981311844012 COAP_RECEIVED 16639_5E48F69B
[DBG] 3981311991473 COAP_TRANSLATED 16639_5E48F69B
[DBG] 3981319795575 HTTP_RECVD_SUCCESS 16626_0C627C8C
[DBG] 3981319966729 HTTP_TRANSLATED 16626_0C627C8C
[DBG] 3981391825318 COAP_RECEIVED 16640_6D106567
[DBG] 3981391961887 COAP_TRANSLATED 16640_6D106567
[DBG] 3981395765454 HTTP_RECVD_SUCCESS 16627_AF259A42
[DBG] 3981396094234 HTTP_TRANSLATED 16627_AF259A42
[DBG] 3981467735072 COAP_RECEIVED 16641_2A025323
[DBG] 3981467873526 COAP_TRANSLATED 16641_2A025323
[DBG] 3981471464532 HTTP_RECVD_SUCCESS 16628_0D31125A
[DBG] 3981471647164 HTTP_TRANSLATED 16628_0D31125A
[DBG] 3981543714839 COAP_RECEIVED 16642_A00AF27F
[DBG] 3981543847596 COAP_TRANSLATED 16642_A00AF27F
[DBG] 3981547361384 HTTP_RECVD_SUCCESS 16629_B6F8FDF3
[DBG] 3981547571373 HTTP_TRANSLATED 16629_B6F8FDF3
[DBG] 3981619649007 COAP_RECEIVED 16643_42A30C84
[DBG] 3981619792539 COAP_TRANSLATED 16643_42A30C84
[DBG] 3981627606722 HTTP_RECVD_SUCCESS 16630_12C4DAA0
[DBG] 3981627777815 HTTP_TRANSLATED 16630_12C4DAA0
[DBG] 3981695867911 COAP_RECEIVED 16644_5C629C38
[DBG] 3981696024557 COAP_TRANSLATED 16644_5C629C38
[DBG] 3981703603813 HTTP_RECVD_SUCCESS 16631_EC2C7D32
[DBG] 3981703790924 HTTP_TRANSLATED 16631_EC2C7D32
[DBG] 3981775798162 COAP_RECEIVED 16645_639EF786
[DBG] 3981775937025 COAP_TRANSLATED 16645_639EF786
[DBG] 3981779383919 HTTP_RECVD_SUCCESS 16632_5B25D531
[DBG] 3981779546444 HTTP_TRANSLATED 16632_5B25D531
[DBG] 3981851764731 COAP_RECEIVED 16646_07FDF980
[DBG] 3981851897063 COAP_TRANSLATED 16646_07FDF980
[DBG] 3981855431758 HTTP_RECVD_SUCCESS 16633_78CAB185
[DBG] 3981855613406 HTTP_TRANSLATED 16633_78CAB185
[DBG] 3981927712269 COAP_RECEIVED 16647_98E380E2
[DBG] 3981927854790 COAP_TRANSLATED 16647_98E380E2
[DBG] 3981931604272 HTTP_RECVD_SUCCESS 16634_469AE2C0
[DBG] 3981931775358 HTTP_TRANSLATED 16634_469AE2C0
[DBG] 3982003922614 COAP_RECEIVED 16648_7FAD1CE7
[DBG] 3982004074290 COAP_TRANSLATED 16648_7FAD1CE7
[DBG] 3982011477635 HTTP_RECVD_SUCCESS 16635_4016FB9A
[DBG] 3982011661009 HTTP_TRANSLATED 16635_4016FB9A
[DBG] 3982079870955 COAP_RECEIVED 16649_A284F7B3
[DBG] 3982080035818 COAP_TRANSLATED 16649_A284F7B3
[DBG] 3982087654044 HTTP_RECVD_SUCCESS 16636_C937CF7F
[DBG] 3982087823907 HTTP_TRANSLATED 16636_C937CF7F
[DBG] 3982159832793 COAP_RECEIVED 16650_90F7CC22
[DBG] 3982159965809 COAP_TRANSLATED 16650_90F7CC22
[DBG] 3982169831662 HTTP_RECVD_SUCCESS 16637_EFD93DF2
[DBG] 3982170053620 HTTP_TRANSLATED 16637_EFD93DF2
[DBG] 3982235836623 COAP_RECEIVED 16651_3194A562
[DBG] 3982235995632 COAP_TRANSLATED 16651_3194A562
[DBG] 3982239741903 HTTP_RECVD_SUCCESS 16638_43AA0F57
[DBG] 3982239910348 HTTP_TRANSLATED 16638_43AA0F57
[DBG] 3982311746886 COAP_RECEIVED 16652_AD0447BA
[DBG] 3982311881623 COAP_TRANSLATED 16652_AD0447BA
[DBG] 3982315606711 HTTP_RECVD_SUCCESS 16639_5E48F69B
[DBG] 3982315785044 HTTP_TRANSLATED 16639_5E48F69B
[DBG] 3982387930717 COAP_RECEIVED 16653_40EA891C
[DBG] 3982388093423 COAP_TRANSLATED 16653_40EA891C
[DBG] 3982395727099 HTTP_RECVD_SUCCESS 16640_6D106567
[DBG] 3982395914724 HTTP_TRANSLATED 16640_6D106567
[DBG] 3982463898884 COAP_RECEIVED 16654_25C5A317
[DBG] 3982464052555 COAP_TRANSLATED 16654_25C5A317
[DBG] 3982472050400 HTTP_RECVD_SUCCESS 16641_2A025323
[DBG] 3982472252239 HTTP_TRANSLATED 16641_2A025323
[DBG] 3982543846612 COAP_RECEIVED 16655_BD51EE1F
[DBG] 3982543985800 COAP_TRANSLATED 16655_BD51EE1F
[DBG] 3982547541683 HTTP_RECVD_SUCCESS 16642_A00AF27F
[DBG] 3982547706885 HTTP_TRANSLATED 16642_A00AF27F
[DBG] 3982619825078 COAP_RECEIVED 16656_3E0442FB
[DBG] 3982619958227 COAP_TRANSLATED 16656_3E0442FB
[DBG] 3982623291419 HTTP_RECVD_SUCCESS 16643_42A30C84
[DBG] 3982623477896 HTTP_TRANSLATED 16643_42A30C84
[DBG] 3982695811070 COAP_RECEIVED 16657_23A3E86E
[DBG] 3982695997848 COAP_TRANSLATED 16657_23A3E86E
[DBG] 3982699595658 HTTP_RECVD_SUCCESS 16644_5C629C38
[DBG] 3982699792726 HTTP_TRANSLATED 16644_5C629C38
[DBG] 3982772029459 COAP_RECEIVED 16658_A73163E7
[DBG] 3982772168672 COAP_TRANSLATED 16658_A73163E7
[DBG] 3982779569794 HTTP_RECVD_SUCCESS 16645_639EF786
[DBG] 3982779764037 HTTP_TRANSLATED 16645_639EF786
[DBG] 3982847982394 COAP_RECEIVED 16659_3B3D6163
[DBG] 3982848139049 COAP_TRANSLATED 16659_3B3D6163
[DBG] 3982855541044 HTTP_RECVD_SUCCESS 16646_07FDF980
[DBG] 3982855706449 HTTP_TRANSLATED 16646_07FDF980
[DBG] 3982927873225 COAP_RECEIVED 16660_218F6888
[DBG] 3982928026923 COAP_TRANSLATED 16660_218F6888
[DBG] 3982931374752 HTTP_RECVD_SUCCESS 16647_98E380E2
[DBG] 3982931575814 HTTP_TRANSLATED 16647_98E380E2
[DBG] 3983003820919 COAP_RECEIVED 16661_06351103
[DBG] 3983003960994 COAP_TRANSLATED 16661_06351103
[DBG] 3983007649171 HTTP_RECVD_SUCCESS 16648_7FAD1CE7
[DBG] 3983007832056 HTTP_TRANSLATED 16648_7FAD1CE7
[DBG] 3983079792124 COAP_RECEIVED 16662_C39E54A3
[DBG] 3983079925949 COAP_TRANSLATED 16662_C39E54A3
[DBG] 3983083695856 HTTP_RECVD_SUCCESS 16649_A284F7B3
[DBG] 3983083893076 HTTP_TRANSLATED 16649_A284F7B3
[DBG] 3983155998317 COAP_RECEIVED 16663_298277D1
[DBG] 3983156148550 COAP_TRANSLATED 16663_298277D1
[DBG] 3983163643958 HTTP_RECVD_SUCCESS 16650_90F7CC22
[DBG] 3983163814821 HTTP_TRANSLATED 16650_90F7CC22
[DBG] 3983231963386 COAP_RECEIVED 16664_5965B95C
[DBG] 3983232149271 COAP_TRANSLATED 16664_5965B95C
[DBG] 3983240314334 HTTP_RECVD_SUCCESS 16651_3194A562
[DBG] 3983240576864 HTTP_TRANSLATED 16651_3194A562
[DBG] 3983311910463 COAP_RECEIVED 16665_C1310C70
[DBG] 3983312072979 COAP_TRANSLATED 16665_C1310C70
[DBG] 3983315469975 HTTP_RECVD_SUCCESS 16652_AD0447BA
[DBG] 3983315657564 HTTP_TRANSLATED 16652_AD0447BA
[DBG] 3983387866021 COAP_RECEIVED 16666_EF84ADE0
[DBG] 3983388019357 COAP_TRANSLATED 16666_EF84ADE0
[DBG] 3983391666563 HTTP_RECVD_SUCCESS 16653_40EA891C
[DBG] 3983391846504 HTTP_TRANSLATED 16653_40EA891C
[DBG] 3983464082065 COAP_RECEIVED 16667_E8F8DDED
[DBG] 3983464228669 COAP_TRANSLATED 16667_E8F8DDED
[DBG] 3983467811911 HTTP_RECVD_SUCCESS 16654_25C5A317
[DBG] 3983467987962 HTTP_TRANSLATED 16654_25C5A317
[DBG] 3983540028050 COAP_RECEIVED 16668_2DBC514F
[DBG] 3983540161304 COAP_TRANSLATED 16668_2DBC514F
[DBG] 3983547568528 HTTP_RECVD_SUCCESS 16655_BD51EE1F
[DBG] 3983547772257 HTTP_TRANSLATED 16655_BD51EE1F
[DBG] 3983615957626 COAP_RECEIVED 16669_942FF6F5
[DBG] 3983616117934 COAP_TRANSLATED 16669_942FF6F5
[DBG] 3983623536325 HTTP_RECVD_SUCCESS 16656_3E0442FB
[DBG] 3983623708371 HTTP_TRANSLATED 16656_3E0442FB
[DBG] 3983696072319 COAP_RECEIVED 16670_5933D966
[DBG] 3983696259663 COAP_TRANSLATED 16670_5933D966
[DBG] 3983700169533 HTTP_RECVD_SUCCESS 16657_23A3E86E
[DBG] 3983700430321 HTTP_TRANSLATED 16657_23A3E86E
[DBG] 3983772163181 COAP_RECEIVED 16671_B0E7559C
[DBG] 3983772313686 COAP_TRANSLATED 16671_B0E7559C
[DBG] 3983776265832 HTTP_RECVD_SUCCESS 16658_A73163E7
[DBG] 3983776529472 HTTP_TRANSLATED 16658_A73163E7
[DBG] 3983848169867 COAP_RECEIVED 16672_7A0D1415
[DBG] 3983848328461 COAP_TRANSLATED 16672_7A0D1415
[DBG] 3983851777382 HTTP_RECVD_SUCCESS 16659_3B3D6163
[DBG] 3983851980682 HTTP_TRANSLATED 16659_3B3D6163
[DBG] 3983924082862 COAP_RECEIVED 16673_B4886F82
[DBG] 3983924298354 COAP_TRANSLATED 16673_B4886F82
[DBG] 3983931602138 HTTP_RECVD_SUCCESS 16660_218F6888
[DBG] 3983931789231 HTTP_TRANSLATED 16660_218F6888
[DBG] 3984000144647 COAP_RECEIVED 16674_EB7C43DE
[DBG] 3984000349028 COAP_TRANSLATED 16674_EB7C43DE
[DBG] 3984007775502 HTTP_RECVD_SUCCESS 16661_06351103
[DBG] 3984007971118 HTTP_TRANSLATED 16661_06351103
[DBG] 3984080124394 COAP_RECEIVED 16675_49F62443
[DBG] 3984080332388 COAP_TRANSLATED 16675_49F62443
[DBG] 3984083526701 HTTP_RECVD_SUCCESS 16662_C39E54A3
[DBG] 3984083702829 HTTP_TRANSLATED 16662_C39E54A3
[DBG] 3984156148513 COAP_RECEIVED 16676_DBD66D3E
[DBG] 3984156277213 COAP_TRANSLATED 16676_DBD66D3E
[DBG] 3984160490440 HTTP_RECVD_SUCCESS 16663_298277D1
[DBG] 3984160683520 HTTP_TRANSLATED 16663_298277D1
[DBG] 3984232224857 COAP_RECEIVED 16677_67CE0ABD
[DBG] 3984232408085 COAP_TRANSLATED 16677_67CE0ABD
[DBG] 3984236294482 HTTP_RECVD_SUCCESS 16664_5965B95C
[DBG] 3984236638662 HTTP_TRANSLATED 16664_5965B95C
[DBG] 3984308239717 COAP_RECEIVED 16678_F0FCBC2D
[DBG] 3984308412954 COAP_TRANSLATED 16678_F0FCBC2D
[DBG] 3984315749152 HTTP_RECVD_SUCCESS 16665_C1310C70
[DBG] 3984315926624 HTTP_TRANSLATED 16665_C1310C70
[DBG] 3984384123821 COAP_RECEIVED 16679_DD7200F8
[DBG] 3984384263859 COAP_TRANSLATED 16679_DD7200F8
[DBG] 3984391701936 HTTP_RECVD_SUCCESS 16666_EF84ADE0
[DBG] 3984391871398 HTTP_TRANSLATED 16666_EF84ADE0
[DBG] 3984463964190 COAP_RECEIVED 16680_04F5DE29
[DBG] 3984464114849 COAP_TRANSLATED 16680_04F5DE29
[DBG] 3984468056301 HTTP_RECVD_SUCCESS 16667_E8F8DDED
[DBG] 3984468254456 HTTP_TRANSLATED 16667_E8F8DDED
[DBG] 3984540211869 COAP_RECEIVED 16681_25075EF1
[DBG] 3984540336381 COAP_TRANSLATED 16681_25075EF1
[DBG] 3984543713859 HTTP_RECVD_SUCCESS 16668_2DBC514F
[DBG] 3984543905657 HTTP_TRANSLATED 16668_2DBC514F
[DBG] 3984616146355 COAP_RECEIVED 16682_2DD19167
[DBG] 3984616278970 COAP_TRANSLATED 16682_2DD19167
[DBG] 3984619641374 HTTP_RECVD_SUCCESS 16669_942FF6F5
[DBG] 3984619814608 HTTP_TRANSLATED 16669_942FF6F5
[DBG] 3984692386854 COAP_RECEIVED 16683_9C51EAF8
[DBG] 3984692611412 COAP_TRANSLATED 16683_9C51EAF8
[DBG] 3984700413673 HTTP_RECVD_SUCCESS 16670_5933D966
[DBG] 3984700589493 HTTP_TRANSLATED 16670_5933D966
[DBG] 3984768189977 COAP_RECEIVED 16684_0FD66D90
[DBG] 3984768341608 COAP_TRANSLATED 16684_0FD66D90
[DBG] 3984776350313 HTTP_RECVD_SUCCESS 16671_B0E7559C
[DBG] 3984776566036 HTTP_TRANSLATED 16671_B0E7559C
[DBG] 3984848214388 COAP_RECEIVED 16685_B5029169
[DBG] 3984848342591 COAP_TRANSLATED 16685_B5029169
[DBG] 3984851898161 HTTP_RECVD_SUCCESS 16672_7A0D1415
[DBG] 3984852131858 HTTP_TRANSLATED 16672_7A0D1415
[DBG] 3984924207699 COAP_RECEIVED 16686_43857452
[DBG] 3984924339820 COAP_TRANSLATED 16686_43857452
[DBG] 3984928200256 HTTP_RECVD_SUCCESS 16673_B4886F82
[DBG] 3984928380683 HTTP_TRANSLATED 16673_B4886F82
[DBG] 3985000160363 COAP_RECEIVED 16687_EAED2406
[DBG] 3985000293357 COAP_TRANSLATED 16687_EAED2406
[DBG] 3985004241943 HTTP_RECVD_SUCCESS 16674_EB7C43DE
[DBG] 3985004420145 HTTP_TRANSLATED 16674_EB7C43DE
[DBG] 3985076100332 COAP_RECEIVED 16688_871DE301
[DBG] 3985076228481 COAP_TRANSLATED 16688_871DE301
[DBG] 3985084054159 HTTP_RECVD_SUCCESS 16675_49F62443
[DBG] 3985084240027 HTTP_TRANSLATED 16675_49F62443
[DBG] 3985152089283 COAP_RECEIVED 16689_C3BE490B
[DBG] 3985152212637 COAP_TRANSLATED 16689_C3BE490B
[DBG] 3985159838369 HTTP_RECVD_SUCCESS 16676_DBD66D3E
[DBG] 3985160045441 HTTP_TRANSLATED 16676_DBD66D3E
[DBG] 3985232018578 COAP_RECEIVED 16690_A8FF3793
[DBG] 3985232161432 COAP_TRANSLATED 16690_A8FF3793
[DBG] 3985236368607 HTTP_RECVD_SUCCESS 16677_67CE0ABD
[DBG] 3985236542072 HTTP_TRANSLATED 16677_67CE0ABD
[DBG] 3985308248087 COAP_RECEIVED 16691_A9F971A2
[DBG] 3985308385870 COAP_TRANSLATED 16691_A9F971A2
[DBG] 3985312104734 HTTP_RECVD_SUCCESS 16678_F0FCBC2D
[DBG] 3985312276632 HTTP_TRANSLATED 16678_F0FCBC2D
[DBG] 3985384259602 COAP_RECEIVED 16692_91D291E2
[DBG] 3985384460474 COAP_TRANSLATED 16692_91D291E2
[DBG] 3985387834238 HTTP_RECVD_SUCCESS 16679_DD7200F8
[DBG] 3985388059740 HTTP_TRANSLATED 16679_DD7200F8
[DBG] 3985460369994 COAP_RECEIVED 16693_6AFC096A
[DBG] 3985460635376 COAP_TRANSLATED 16693_6AFC096A
[DBG] 3985467684175 HTTP_RECVD_SUCCESS 16680_04F5DE29
[DBG] 3985467883999 HTTP_TRANSLATED 16680_04F5DE29
[DBG] 3985536087110 COAP_RECEIVED 16694_C52FDF7E
[DBG] 3985536212387 COAP_TRANSLATED 16694_C52FDF7E
[DBG] 3985543907435 HTTP_RECVD_SUCCESS 16681_25075EF1
[DBG] 3985544114713 HTTP_TRANSLATED 16681_25075EF1
[DBG] 3985616277471 COAP_RECEIVED 16695_B73C7E41
[DBG] 3985616496043 COAP_TRANSLATED 16695_B73C7E41
[DBG] 3985620069033 HTTP_RECVD_SUCCESS 16682_2DD19167
[DBG] 3985620242162 HTTP_TRANSLATED 16682_2DD19167
[DBG] 3985692245685 COAP_RECEIVED 16696_0765A1B9
[DBG] 3985692406170 COAP_TRANSLATED 16696_0765A1B9
[DBG] 3985696902746 HTTP_RECVD_SUCCESS 16683_9C51EAF8
[DBG] 3985697103184 HTTP_TRANSLATED 16683_9C51EAF8
[DBG] 3985768317811 COAP_RECEIVED 16697_01A616DB
[DBG] 3985768460122 COAP_TRANSLATED 16697_01A616DB
[DBG] 3985772179107 HTTP_RECVD_SUCCESS 16684_0FD66D90
[DBG] 3985772365681 HTTP_TRANSLATED 16684_0FD66D90
[DBG] 3985844148015 COAP_RECEIVED 16698_44E455AC
[DBG] 3985844272788 COAP_TRANSLATED 16698_44E455AC
[DBG] 3985852067704 HTTP_RECVD_SUCCESS 16685_B5029169
[DBG] 3985852244935 HTTP_TRANSLATED 16685_B5029169
[DBG] 3985920132828 COAP_RECEIVED 16699_3510DB20
[DBG] 3985920260641 COAP_TRANSLATED 16699_3510DB20
[DBG] 3985927835270 HTTP_RECVD_SUCCESS 16686_43857452
[DBG] 3985927996133 HTTP_TRANSLATED 16686_43857452
[DBG] 3986000308836 COAP_RECEIVED 16700_544977FA
[DBG] 3986000444628 COAP_TRANSLATED 16700_544977FA
[DBG] 3986003846336 HTTP_RECVD_SUCCESS 16687_EAED2406
[DBG] 3986004081662 HTTP_TRANSLATED 16687_EAED2406
[DBG] 3986076234882 COAP_RECEIVED 16701_756BDC44
[DBG] 3986076382732 COAP_TRANSLATED 16701_756BDC44
[DBG] 3986079715267 HTTP_RECVD_SUCCESS 16688_871DE301
[DBG] 3986079924678 HTTP_TRANSLATED 16688_871DE301
[DBG] 3986152246623 COAP_RECEIVED 16702_5196FDB4
[DBG] 3986152372060 COAP_TRANSLATED 16702_5196FDB4
[DBG] 3986155762415 HTTP_RECVD_SUCCESS 16689_C3BE490B
[DBG] 3986155945837 HTTP_TRANSLATED 16689_C3BE490B
[DBG] 3986228181213 COAP_RECEIVED 16703_25845A28
[DBG] 3986228306361 COAP_TRANSLATED 16703_25845A28
[DBG] 3986235643995 HTTP_RECVD_SUCCESS 16690_A8FF3793
[DBG] 3986235808964 HTTP_TRANSLATED 16690_A8FF3793
[DBG] 3986304402070 COAP_RECEIVED 16704_9372345A
[DBG] 3986304537422 COAP_TRANSLATED 16704_9372345A
[DBG] 3986311892811 HTTP_RECVD_SUCCESS 16691_A9F971A2
[DBG] 3986312119073 HTTP_TRANSLATED 16691_A9F971A2
[DBG] 3986384368185 COAP_RECEIVED 16705_569FB359
[DBG] 3986384530482 COAP_TRANSLATED 16705_569FB359
[DBG] 3986388499025 HTTP_RECVD_SUCCESS 16692_91D291E2
[DBG] 3986388774154 HTTP_TRANSLATED 16692_91D291E2
[DBG] 3986460529211 COAP_RECEIVED 16706_F576219A
[DBG] 3986460683168 COAP_TRANSLATED 16706_F576219A
[DBG] 3986464559918 HTTP_RECVD_SUCCESS 16693_6AFC096A
[DBG] 3986464871619 HTTP_TRANSLATED 16693_6AFC096A
[DBG] 3986536248509 COAP_RECEIVED 16707_6EFD9E29
[DBG] 3986536371538 COAP_TRANSLATED 16707_6EFD9E29
[DBG] 3986539992505 HTTP_RECVD_SUCCESS 16694_C52FDF7E
[DBG] 3986540304897 HTTP_TRANSLATED 16694_C52FDF7E
[DBG] 3986612305747 COAP_RECEIVED 16708_55B0ADBF
[DBG] 3986612437560 COAP_TRANSLATED 16708_55B0ADBF
[DBG] 3986620743374 HTTP_RECVD_SUCCESS 16695_B73C7E41
[DBG] 3986620918688 HTTP_TRANSLATED 16695_B73C7E41
[DBG] 3986688382058 COAP_RECEIVED 16709_3AAFF3F8
[DBG] 3986688515096 COAP_TRANSLATED 16709_3AAFF3F8
[DBG] 3986696065298 HTTP_RECVD_SUCCESS 16696_0765A1B9
[DBG] 3986696244567 HTTP_TRANSLATED 16696_0765A1B9
[DBG] 3986768384652 COAP_RECEIVED 16710_85284969
[DBG] 3986768512748 COAP_TRANSLATED 16710_85284969
[DBG] 3986772262122 HTTP_RECVD_SUCCESS 16697_01A616DB
[DBG] 3986772458611 HTTP_TRANSLATED 16697_01A616DB
[DBG] 3986844283334 COAP_RECEIVED 16711_F8F449C3
[DBG] 3986844418520 COAP_TRANSLATED 16711_F8F449C3
[DBG] 3986847795655 HTTP_RECVD_SUCCESS 16698_44E455AC
[DBG] 3986847959280 HTTP_TRANSLATED 16698_44E455AC
[DBG] 3986920354064 COAP_RECEIVED 16712_57F40A1D
[DBG] 3986920487370 COAP_TRANSLATED 16712_57F40A1D
[DBG] 3986923792705 HTTP_RECVD_SUCCESS 16699_3510DB20
[DBG] 3986923973508 HTTP_TRANSLATED 16699_3510DB20
[DBG] 3986996184099 COAP_RECEIVED 16713_964D48F6
[DBG] 3986996315213 COAP_TRANSLATED 16713_964D48F6
